offset,key,numeral,score
347.39375,IIdim,b- Minor,0.629237
347.89375,VIIdim,b- Minor,0.559322
348.39375,I,b- Minor,0.862597
348.89375,VI,f Minor,0.561851
349.39375,I,b- Minor,0.862597
350.39375,I+,f Minor,0.581625
350.64375,IV+,f Minor,0.583698
350.89375,I+,f Minor,0.656661
351.89375,IV+,f Minor,0.778264
352.39375,I,b- Minor,0.884599
352.64375,V,E- Major,0.653636
353.39375,#IVdim,b- Minor,0.556053
353.64375,I,b- Minor,0.884599
353.89375,V,E- Major,0.582455
354.39375,I,b- Minor,0.884599
354.64375,III,b- Minor,0.634806
355.64375,I,b- Minor,0.884599
355.89375,bVI,F Major,0.580302
356.39375,I,F Major,0.904972
359.64375,VI,F Major,0.928029
360.39375,I,F Major,0.942122
392.39375,IV,F Major,0.468211
394.39375,V7,F Major,0.936422
396.39375,I,F Major,0.917534
408.39375,,,
