,83.800000000,"C_dim"
,84.700000000,"C#_maj_maj7"
,86.800000000,"Bb_maj_maj7"
,88.400000000,"Eb_min_min7"
,89.100000000,"C_maj_min7"
,90.900000000,"F_maj"
,94.100000000,"Ab_maj_min7"
,96.600000000,"C#_maj"
,99.200000000,"Ab_maj_min7"
,100.800000000,"Bb_min_min7"
,101.900000000,"C#_maj_min7"
,107.400000000,"A_aug"
,108.600000000,"F#_maj"
,111.200000000,"D_maj_maj7"
,114.300000000,"F_dim_min7"
,115.500000000,"C_dim"
,116.700000000,"Eb_maj_min7"
,118.600000000,"C#_maj"
,120.300000000,"Ab_maj_min7"
,123.500000000,"F_min_min7"
,125.300000000,"Bb_min_min7"
,128.600000000,"C_maj"
,130.000000000,"Bb_maj"
,131.800000000,"F_maj"
,133.000000000,"F#_maj_min7"
,135.100000000,"Eb_maj"
,136.000000000,"Ab_maj_min7"
,138.100000000,"F_maj_maj7"
,139.100000000,"Bb_maj"
,140.400000000,"Ab_dim"
,141.300000000,"F_min"
,142.400000000,"C#_maj_min7"
,150.200000000,"E_dim"
,153.600000000,"C_maj_min7"
,160.400000000,"C_dim_min7"
,164.000000000,"F_maj_min7"
,166.200000000,"E_maj_min7"
,167.700000000,"F_maj"
,170.800000000,"A_dim_dim7"
,178.900000000,"F_dim_min7"
,181.100000000,"Bb_maj_min7"
,182.900000000,"Ab_min"
,184.000000000,"Bb_maj_min7"
,186.600000000,"Eb_min_min7"
,188.400000000,"Ab_maj_min7"
,189.300000000,"C#_maj_maj7"
,191.800000000,"F#_maj_maj7"
,192.600000000,"C_dim_min7"
,196.100000000,"F_maj_min7"
,198.200000000,"F_maj"
,203.300000000,"F#_min"
,207.400000000,"Eb_min_min7"
,209.800000000,"C_dim"
,211.200000000,"Bb_min"
,213.200000000,"F#_maj_min7"
,214.500000000,"B_maj_maj7"
,216.800000000,"Bb_dim_dim7"
,217.600000000,"B_maj"
,219.800000000,"Ab_maj_min7"
,220.800000000,"C#_maj_maj7"
,222.200000000,"C#_min"
,223.600000000,"Eb_maj_min7"
,225.400000000,"D_maj_min7"
,226.200000000,"C#_maj_min7"
,227.900000000,"C_aug"
,228.900000000,"B_maj_min7"
,234.200000000,"F_maj_min7"
,241.200000000,"F_maj_maj7"
,244.000000000,"F_maj_min7"
,253.000000000,"Bb_maj"
,253.700000000,"E_maj"
,254.600000000,"F_maj"
,256.400000000,"Bb_maj"
,259.400000000,"C#_maj"
,260.300000000,"A_dim_dim7"
,262.200000000,"C#_maj"
,262.900000000,"E_maj"
,263.700000000,"F_min"
,266.300000000,"C#_maj"
,269.500000000,"C_dim_min7"
,271.400000000,"Bb_maj"
,274.400000000,"C#_maj_min7"
,276.200000000,"C_maj"
,277.800000000,"F_maj"
,279.400000000,"C_maj_min7"
,281.300000000,"F_min"
,284.600000000,"B_maj_min7"
,286.300000000,"Bb_maj"
,287.200000000,"E_dim_min7"
,288.300000000,"Bb_min"
,291.700000000,"F_maj"
,297.200000000,"A_dim_dim7"
,299.100000000,"A_aug"
,301.400000000,"F_maj_min7"
,304.400000000,"Bb_maj"
,307.300000000,"Bb_min"
,325.900000000,"N"
,325.900000000,"N"
"piano_romantic/CrossEra-1403_Brahms_Glenn_Gould_03-intermezzo_c-sharp-minor_Op.117-3.mp3",0.000000000,"N"
,0.500000000,"Eb_maj_min7"
,1.100000000,"E_maj_maj7"
,2.400000000,"Eb_min_min7"
,3.600000000,"E_maj_maj7"
,5.300000000,"Ab_min_min7"
,6.600000000,"A_maj_maj7"
,7.900000000,"Ab_min"
,8.700000000,"F#_min"
,9.700000000,"C#_min"
,10.500000000,"Eb_min_min7"
,11.800000000,"Ab_maj"
,12.700000000,"Bb_dim_min7"
,19.800000000,"Ab_min"
,20.900000000,"F#_maj"
,21.600000000,"C#_min"
,22.500000000,"Eb_maj"
,23.700000000,"Ab_maj"
,25.400000000,"A_maj"
,28.000000000,"Ab_min"
,29.800000000,"Eb_min_min7"
,33.200000000,"C#_min_min7"
,34.400000000,"Eb_maj_min7"
,37.000000000,"Ab_min"
,37.700000000,"A_maj_maj7"
,40.200000000,"Ab_min"
,41.300000000,"B_maj"
,42.500000000,"Eb_min_min7"
,43.700000000,"A_maj_maj7"
,46.200000000,"F#_min"
,46.900000000,"Ab_maj"
,47.700000000,"Eb_dim_min7"
,54.300000000,"C#_min"
,57.300000000,"B_maj"
,58.000000000,"A_maj_maj7"
,58.500000000,"C_dim"
,59.100000000,"C#_min_min7"
,59.900000000,"B_maj"
,61.000000000,"Ab_maj"
,61.900000000,"Eb_dim_min7"
,67.500000000,"C#_min"
,69.600000000,"B_maj_maj7"
,70.300000000,"Bb_dim_min7"
,70.900000000,"B_maj"
,71.600000000,"Bb_dim_min7"
,72.300000000,"Ab_min"
,73.200000000,"Eb_maj"
,74.000000000,"Ab_maj"
,75.900000000,"A_maj"
,77.300000000,"C#_min"
,78.900000000,"Ab_min"
,80.700000000,"Eb_min_min7"
,83.600000000,"C#_min_min7"
,84.700000000,"Eb_maj_min7"
,87.300000000,"Ab_min"
,88.000000000,"A_maj_maj7"
,90.800000000,"Ab_min"
,92.000000000,"B_maj"
,93.400000000,"F#_maj_min7"
,94.500000000,"A_maj_maj7"
,97.400000000,"Eb_dim_min7"
,98.100000000,"Ab_maj"
,99.100000000,"A_maj_maj7"
,100.400000000,"Eb_min_min7"
,101.200000000,"C#_min"
,113.100000000,"Ab_maj_min7"
,115.200000000,"C#_min"
,117.400000000,"C#_maj"
,120.400000000,"A_maj"
,121.900000000,"E_min_min7"
,122.800000000,"A_maj_maj7"
,125.400000000,"D_maj"
,126.600000000,"A_dim_dim7"
,131.300000000,"A_maj"
,132.600000000,"E_maj_min7"
,133.700000000,"A_maj"
,134.700000000,"Eb_min"
,136.400000000,"E_maj"
,138.900000000,"F#_min_min7"
,140.400000000,"B_maj"
,141.100000000,"E_maj_min7"
,143.500000000,"C#_maj_min7"
,146.300000000,"Bb_dim_dim7"
,149.900000000,"G_maj"
,150.900000000,"D_maj_maj7"
,152.800000000,"F#_dim_min7"
,155.100000000,"C#_maj_min7"
,159.600000000,"E_dim_min7"
,161.800000000,"A_maj_min7"
,165.500000000,"A_dim_dim7"
,167.700000000,"C#_min_min7"
,172.400000000,"A_maj_maj7"
,173.900000000,"D_maj"
,175.700000000,"A_dim_dim7"
,181.900000000,"A_maj"
,183.300000000,"B_dim"
,184.800000000,"A_maj"
,187.900000000,"Bb_aug"
,188.900000000,"B_min"
,191.200000000,"B_dim"
,192.900000000,"E_maj_min7"
,197.500000000,"A_maj"
,202.700000000,"Ab_maj_min7"
,209.600000000,"D_maj_maj7"
,213.200000000,"B_min"
,216.400000000,"Bb_maj_min7"
,224.500000000,"C#_min_min7"
,226.700000000,"Bb_dim_min7"
,231.600000000,"Eb_maj_min7"
,236.700000000,"F#_dim_min7"
,239.000000000,"C#_min"
,240.400000000,"A_maj"
,241.500000000,"B_maj"
,242.200000000,"A_maj_maj7"
,242.700000000,"C_dim"
,243.300000000,"C#_min"
,244.000000000,"B_maj"
,244.900000000,"Eb_dim_min7"
,245.400000000,"Ab_maj"
,246.400000000,"A_maj"
,248.600000000,"Eb_dim_min7"
,252.200000000,"C#_min"
,254.300000000,"E_maj_maj7"
,257.400000000,"Eb_min_min7"
,259.900000000,"Eb_maj"
,260.900000000,"Ab_maj"
,262.700000000,"A_maj"
,264.400000000,"C#_min"
,266.000000000,"Ab_min"
,267.900000000,"Eb_min_min7"
,271.000000000,"C#_min"
,272.200000000,"Eb_maj_min7"
,275.000000000,"Ab_min"
,275.700000000,"A_maj"
,277.100000000,"C#_min"
,278.300000000,"Ab_min"
,279.400000000,"B_maj"
,280.900000000,"F#_maj_min7"
,282.400000000,"A_maj_maj7"
,285.300000000,"Eb_dim_min7"
,286.100000000,"Ab_maj"
,286.900000000,"F#_min"
,287.700000000,"Bb_dim_min7"
,294.100000000,"Eb_maj_min7"
,298.200000000,"Eb_dim_min7"
,301.600000000,"C#_min"
,303.900000000,"Ab_maj_min7"
,306.600000000,"C#_min"
,318.300000000,"N"
,318.400000000,"N"
"piano_romantic/CrossEra-1404_Brahms_Glenn_Gould_04-intermezzo_e-flat-minor_Op.118-6.mp3",0.000000000,"N"
,0.300000000,"B_maj_maj7"
,8.800000000,"F#_maj_maj7"
,10.400000000,"A_dim_dim7"
,16.000000000,"Eb_min"
,20.600000000,"A_dim_dim7"
,25.700000000,"Eb_min"
,32.400000000,"C_dim_min7"
,39.100000000,"F_maj_min7"
,42.600000000,"Bb_min"
,48.500000000,"F#_maj"
,52.200000000,"Eb_min"
,54.400000000,"F_maj"
,55.100000000,"C_dim_min7"
,58.000000000,"F#_dim"
,58.600000000,"Eb_min_min7"
,60.900000000,"C#_maj_maj7"
,64.300000000,"Bb_min"
,67.700000000,"C#_maj_maj7"
,69.700000000,"F_maj"
,73.000000000,"Bb_maj"
,80.400000000,"Eb_min"
,95.100000000,"A_dim_dim7"
,105.000000000,"Eb_min"
,111.300000000,"C_dim_min7"
,118.000000000,"F_maj_min7"
,121.600000000,"Bb_min"
,128.200000000,"F#_maj"
,132.700000000,"Eb_min"
,135.400000000,"F_maj"
,136.000000000,"C_dim_min7"
,138.600000000,"Eb_min_min7"
,139.400000000,"F#_dim"
,140.100000000,"Eb_min_min7"
,142.300000000,"C#_maj_maj7"
,145.600000000,"Bb_min"
,148.800000000,"C#_maj_maj7"
,150.800000000,"F_maj"
,153.500000000,"Bb_maj"
,156.500000000,"Ab_maj"
,159.800000000,"F#_maj"
,163.200000000,"C#_maj"
,165.000000000,"Ab_maj"
,166.000000000,"Bb_min"
,167.000000000,"F_maj"
,168.000000000,"Bb_min"
,169.100000000,"F_maj"
,171.500000000,"Bb_maj"
,173.100000000,"F#_maj_maj7"
,175.500000000,"Bb_maj"
,177.100000000,"Eb_min"
,178.400000000,"C_min_min7"
,180.700000000,"Bb_min"
,184.500000000,"F_maj"
,185.700000000,"Bb_min"
,186.700000000,"F#_maj"
,188.700000000,"C#_maj"
,189.600000000,"Bb_min"
,191.600000000,"F_maj_min7"
,193.800000000,"A_dim_dim7"
,199.500000000,"Eb_min_min7"
,201.600000000,"C_dim"
,202.800000000,"Eb_min"
,204.600000000,"B_maj"
,206.500000000,"Eb_min_min7"
,209.300000000,"Bb_maj"
,211.000000000,"Ab_dim_min7"
,213.700000000,"F_min_min7"
,217.400000000,"Eb_dim_min7"
,221.100000000,"Ab_maj_min7"
,230.400000000,"C_dim_min7"
,236.100000000,"F_maj"
,236.700000000,"A_dim_dim7"
,241.100000000,"Eb_min_min7"
,249.100000000,"B_maj"
,256.500000000,"E_maj"
,265.400000000,"Eb_min"
,268.900000000,"Eb_maj_min7"
,269.600000000,"Ab_min"
,272.600000000,"Bb_maj"
,274.500000000,"Bb_maj_min7"
,279.400000000,"G_min"
,280.400000000,"Ab_min"
,286.900000000,"Bb_min_min7"
,288.600000000,"Eb_min_min7"
,289.400000000,"D_min"
,290.300000000,"Eb_min_min7"
,291.400000000,"Ab_min"
,293.400000000,"F#_maj_maj7"
,297.800000000,"Eb_min"
,299.400000000,"F_maj"
,300.100000000,"Eb_min_min7"
,301.800000000,"F_maj_min7"
,302.700000000,"F#_maj"
,304.000000000,"Bb_min"
,307.000000000,"Ab_min"
,310.000000000,"A_dim"
,314.700000000,"Eb_min"
,317.000000000,"Ab_min"
,318.100000000,"F_dim"
,318.900000000,"Eb_min"
,321.500000000,"F_dim"
,322.300000000,"B_maj"
,323.300000000,"F_maj_min7"
,325.400000000,"Bb_aug"
,327.000000000,"Bb_maj_min7"
,331.000000000,"Eb_min"
,357.800000000,"N"
,357.800000000,"N"
"piano_romantic/CrossEra-1405_Brahms_Glenn_Gould_05-intermezzo_e-major_Op.116-4.mp3",0.000000000,"N"
,0.900000000,"E_maj"
,2.400000000,"C_aug"
,4.200000000,"C#_min"
,9.000000000,"F#_min_min7"
,19.100000000,"E_maj"
,20.400000000,"C_aug"
,21.900000000,"C#_min"
,25.300000000,"F#_maj_min7"
,29.700000000,"B_maj"
,32.800000000,"C#_dim_min7"
,34.000000000,"F#_maj_min7"
,37.600000000,"B_maj"
,44.600000000,"F#_dim_min7"
,50.700000000,"B_maj"
,51.900000000,"B_aug"
,55.100000000,"C_aug"
,58.300000000,"C#_min"
,61.700000000,"F#_min_min7"
,67.500000000,"C#_min_min7"
,69.400000000,"C_aug"
,70.500000000,"C#_min"
,75.100000000,"Eb_maj_min7"
,77.400000000,"Bb_dim_min7"
,82.800000000,"Eb_maj_min7"
,86.700000000,"Ab_min"
,90.900000000,"Eb_dim_min7"
,91.900000000,"Ab_maj"
,93.500000000,"Eb_dim_min7"
,102.100000000,"E_maj_maj7"
,106.000000000,"Eb_maj"
,107.700000000,"G_dim"
,109.800000000,"Ab_min"
,111.400000000,"Ab_maj_min7"
,112.900000000,"C#_min_min7"
,116.200000000,"Eb_maj"
,119.900000000,"B_aug"
,122.100000000,"Bb_min_min7"
,123.700000000,"Ab_min"
,132.300000000,"B_maj_min7"
,139.700000000,"E_maj_min7"
,145.800000000,"A_maj"
,147.300000000,"F#_dim_min7"
,148.600000000,"E_maj"
,149.700000000,"C_aug"
,150.700000000,"A_maj"
,152.100000000,"F#_dim_min7"
,153.300000000,"E_maj"
,154.700000000,"C_aug"
,156.100000000,"C#_min"
,157.100000000,"A_maj"
,162.100000000,"E_maj"
,163.300000000,"Ab_maj_min7"
,164.500000000,"C#_maj"
,170.700000000,"Ab_maj"
,173.200000000,"C#_maj"
,180.400000000,"F#_min_min7"
,183.500000000,"B_maj_min7"
,185.700000000,"C#_min_min7"
,187.500000000,"F#_dim_min7"
,191.400000000,"E_maj_maj7"
,192.400000000,"C_aug"
,193.800000000,"C#_min"
,197.300000000,"E_maj_min7"
,199.100000000,"A_maj_maj7"
,202.100000000,"E_maj_min7"
,204.200000000,"E_maj_maj7"
,208.700000000,"A_min"
,211.900000000,"E_maj"
,213.500000000,"B_maj_min7"
,214.600000000,"E_maj_maj7"
,216.300000000,"F#_min_min7"
,217.500000000,"C#_min"
,218.200000000,"B_maj"
,219.000000000,"A_maj"
,221.000000000,"F#_dim_min7"
,222.900000000,"E_maj"
,225.000000000,"E_dim"
,227.000000000,"E_maj_maj7"
,228.900000000,"B_maj_min7"
,231.900000000,"E_maj"
,234.300000000,"F#_min_min7"
,243.500000000,"E_maj"
,247.200000000,"B_maj"
,249.300000000,"E_maj"
,257.400000000,"N"
,257.500000000,"N"
"piano_romantic/CrossEra-1406_Brahms_Glenn_Gould_06-intermezzo_a-minor_Op.76-7.mp3",0.000000000,"N"
,0.800000000,"A_min"
,2.900000000,"G_maj"
,4.600000000,"B_dim"
,5.200000000,"C_maj"
,7.000000000,"C_min_min7"
,7.600000000,"E_maj_maj7"
,11.300000000,"F_maj"
,12.800000000,"G_maj"
,15.400000000,"C_maj"
,17.600000000,"Eb_maj"
,18.100000000,"E_maj"
,20.100000000,"Eb_maj"
,20.700000000,"E_maj"
,22.100000000,"A_min"
,23.800000000,"G_maj"
,26.500000000,"F_maj_maj7"
,30.100000000,"D_maj"
,32.800000000,"A_min"
,34.200000000,"E_maj_maj7"
,36.800000000,"A_min"
,37.500000000,"C_min_min7"
,38.300000000,"E_maj"
,39.900000000,"A_min"
,42.100000000,"A_maj"
,47.400000000,"A_min"
,49.100000000,"A_dim_dim7"
,49.900000000,"E_maj_maj7"
,51.900000000,"A_min"
,54.400000000,"E_maj"
,56.000000000,"F_maj_maj7"
,58.100000000,"F#_dim"
,60.000000000,"C_maj"
,60.900000000,"G_maj_min7"
,62.900000000,"C_maj"
,66.200000000,"A_min"
,67.300000000,"A_dim_dim7"
,68.200000000,"E_maj_maj7"
,69.900000000,"A_min"
,71.500000000,"A_dim_dim7"
,72.800000000,"E_maj"
,74.700000000,"F_maj"
,76.500000000,"F#_dim_min7"
,78.500000000,"C_maj_maj7"
,82.400000000,"Bb_dim_dim7"
,83.400000000,"D_maj"
,84.300000000,"B_dim_dim7"
,85.000000000,"C_maj"
,85.900000000,"Bb_dim_dim7"
,86.800000000,"D_maj"
,87.800000000,"B_dim_dim7"
,88.700000000,"C_maj"
,90.000000000,"F#_dim_min7"
,93.300000000,"F#_min_min7"
,95.100000000,"B_maj_min7"
,100.400000000,"E_maj_min7"
,102.400000000,"C_aug"
,104.400000000,"A_min"
,105.100000000,"A_dim_dim7"
,106.000000000,"E_maj_maj7"
,107.800000000,"A_maj"
,111.200000000,"D_min"
,114.100000000,"A_min_min7"
,115.600000000,"D_min"
,116.900000000,"A_min"
,119.500000000,"B_dim_min7"
,120.900000000,"E_maj_min7"
,122.200000000,"A_min"
,123.300000000,"G_maj_min7"
,126.400000000,"Bb_dim_dim7"
,127.800000000,"D_maj"
,128.700000000,"B_dim_dim7"
,129.700000000,"C_maj"
,130.900000000,"Bb_dim_dim7"
,132.100000000,"D_maj"
,132.900000000,"B_dim_dim7"
,133.900000000,"C_maj"
,135.500000000,"F#_dim_min7"
,139.800000000,"F#_maj_min7"
,142.300000000,"B_maj"
,147.900000000,"E_maj_min7"
,150.100000000,"C_aug"
,152.700000000,"A_min"
,153.700000000,"A_dim_dim7"
,154.500000000,"E_maj_maj7"
,156.300000000,"A_maj"
,160.400000000,"D_min"
,163.900000000,"A_min_min7"
,164.800000000,"A_maj"
,166.300000000,"D_min"
,167.900000000,"A_min"
,171.700000000,"B_dim_min7"
,173.800000000,"E_maj_min7"
,175.700000000,"F_maj_maj7"
,177.500000000,"D_min"
,180.600000000,"E_maj_min7"
,184.000000000,"A_min"
,191.200000000,"G_maj"
,193.600000000,"C_maj"
,195.800000000,"E_maj_maj7"
,199.500000000,"F_maj_maj7"
,200.800000000,"G_maj"
,203.000000000,"G_maj_min7"
,203.700000000,"C_maj"
,205.800000000,"E_maj_maj7"
,210.400000000,"A_min"
,212.100000000,"G_maj"
,214.500000000,"B_dim"
,215.200000000,"C_maj"
,218.300000000,"D_maj"
,221.500000000,"E_maj"
,223.500000000,"Eb_maj"
,224.500000000,"E_maj"
,225.900000000,"A_min"
,226.500000000,"Eb_maj"
,227.400000000,"E_maj"
,229.200000000,"A_min_min7"
,231.500000000,"A_maj"
,236.000000000,"N"
,236.000000000,"N"
"piano_romantic/CrossEra-1407_Brahms_Glenn_Gould_07-intermezzo_a-major_Op.76-6.mp3",0.000000000,"N"
,0.900000000,"E_maj_min7"
,4.000000000,"F#_min_min7"
,6.900000000,"E_maj"
,8.100000000,"B_min_min7"
,10.600000000,"Eb_dim_min7"
,13.500000000,"E_maj_min7"
,14.200000000,"Bb_min_min7"
,20.100000000,"Eb_min"
,20.700000000,"B_dim_dim7"
,21.900000000,"C_dim"
,23.100000000,"C#_min_min7"
,23.600000000,"B_min_min7"
,24.800000000,"F#_min_min7"
,27.900000000,"B_maj_min7"
,28.800000000,"E_maj_min7"
,29.900000000,"Bb_min_min7"
,35.800000000,"Eb_min"
,36.400000000,"B_dim_dim7"
,37.500000000,"C_dim"
,38.800000000,"E_maj_min7"
,40.200000000,"A_maj"
,40.900000000,"B_maj_min7"
,42.400000000,"E_dim"
,42.800000000,"F#_min_min7"
,43.800000000,"B_maj_min7"
,45.000000000,"E_maj_min7"
,46.100000000,"A_maj"
,47.800000000,"D_maj_maj7"
,49.700000000,"C#_maj_min7"
,51.800000000,"D_maj_maj7"
,52.500000000,"C#_min"
,55.800000000,"Eb_dim_min7"
,56.900000000,"Bb_dim_dim7"
,57.600000000,"C#_maj"
,58.200000000,"F#_min"
,59.200000000,"Ab_dim_min7"
,60.800000000,"C#_maj_min7"
,62.300000000,"D_maj_maj7"
,62.900000000,"C#_min"
,66.500000000,"Eb_dim_min7"
,67.700000000,"Bb_dim_dim7"
,72.300000000,"A_maj_min7"
,73.600000000,"D_maj_maj7"
,76.700000000,"C#_maj"
,79.900000000,"F#_maj"
,82.300000000,"B_min"
,85.500000000,"F#_min_min7"
,87.200000000,"Ab_dim"
,88.000000000,"A_maj_maj7"
,88.800000000,"Ab_dim_min7"
,89.800000000,"F#_min_min7"
,92.700000000,"E_maj_maj7"
,93.500000000,"Bb_min_min7"
,98.100000000,"Eb_maj_min7"
,100.300000000,"B_dim_dim7"
,101.800000000,"C_dim"
,103.400000000,"A_maj"
,103.900000000,"B_min_min7"
,105.000000000,"A_maj"
,105.600000000,"B_maj_min7"
,107.300000000,"E_dim"
,107.900000000,"A_maj"
,108.900000000,"B_maj"
,110.400000000,"E_maj_min7"
,111.700000000,"A_maj"
,114.500000000,"E_min_min7"
,115.300000000,"B_min_min7"
,117.600000000,"C#_maj_min7"
,121.800000000,"E_maj_min7"
,126.700000000,"A_maj"
,130.700000000,"N"
,130.800000000,"N"
"piano_romantic/CrossEra-1408_Brahms_Glenn_Gould_08-intermezzo_b-minor_Op.119-1.mp3",0.000000000,"N"
,1.400000000,"E_min_min7"
,3.400000000,"D_maj_maj7"
,5.100000000,"G_maj_maj7"
,9.000000000,"F#_min_min7"
,11.600000000,"C#_dim_min7"
,13.400000000,"F#_maj"
,15.200000000,"E_min"
,16.900000000,"Bb_aug"
,18.600000000,"Ab_dim_min7"
,20.300000000,"F#_min"
,24.000000000,"B_dim_dim7"
,24.700000000,"Eb_dim_min7"
,25.900000000,"C#_maj"
,26.600000000,"B_min"
,28.000000000,"F#_maj"
,29.600000000,"D_maj"
,31.500000000,"G_maj_maj7"
,32.800000000,"E_maj_min7"
,33.500000000,"A_maj_min7"
,34.700000000,"C#_maj_min7"
,35.500000000,"D_maj"
,37.300000000,"Eb_min"
,38.400000000,"E_min_min7"
,39.300000000,"F_min"
,40.400000000,"F#_min_min7"
,41.400000000,"E_dim_min7"
,43.800000000,"A_maj_min7"
,47.700000000,"B_maj_maj7"
,48.500000000,"Bb_dim_dim7"
,51.200000000,"E_min"
,52.200000000,"A_maj"
,54.800000000,"D_maj"
,57.000000000,"C_dim_min7"
,57.600000000,"Ab_min_min7"
,59.000000000,"A_maj_min7"
,60.200000000,"F#_maj_min7"
,61.200000000,"D_maj_min7"
,63.100000000,"E_min_min7"
,67.400000000,"A_maj_min7"
,68.600000000,"F#_maj_min7"
,69.500000000,"D_maj_min7"
,70.700000000,"G_maj"
,73.100000000,"E_min_min7"
,75.600000000,"C#_min_min7"
,77.800000000,"C#_dim_min7"
,80.500000000,"F#_maj"
,81.300000000,"B_min"
,82.600000000,"C#_dim_min7"
,83.800000000,"F#_min_min7"
,84.900000000,"G_maj_maj7"
,87.000000000,"F#_maj_min7"
,89.000000000,"G_maj_maj7"
,91.700000000,"E_min"
,93.300000000,"D_maj_maj7"
,95.000000000,"G_maj_maj7"
,100.300000000,"E_dim_min7"
,101.100000000,"F#_min_min7"
,103.200000000,"C#_dim_min7"
